,movie_id,title,genre,description
2197,2266,"Butcher's Wife, The (1991)",Comedy Romance,"A clairvoyant impulsively marries a butcher, moves to New York City and has a positive impact on the people she meets, changing their futures...which in turn changes hers."
2198,2267,Mortal Thoughts (1991),Mystery Thriller,Two detectives interrogate a hairdresser on two homicides she may or may not have been involved in.
2199,2268,"Few Good Men, A (1992)",Crime Drama,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
2200,2269,Indecent Proposal (1993),Drama,A billionaire offers one million dollars to a young married couple for one night with the wife.
2201,2270,"Century of Cinema, A (1994)",Documentary,"Personal and profound look into lives immersed in film. These documentaries about films and culture show the medium's role in love and war, nostalgia and national identity. Cinema was born ..."
2202,2271,Permanent Midnight (1998),Drama,A comedy writer struggles to overcome his addiction to heroin.
2203,2272,One True Thing (1998),Drama,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.
2204,2273,Rush Hour (1998),Action Thriller,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way."
2205,2274,Lilian's Story (1995),Drama,"For forty years Lilian Singer has been locked up in a 'loony bin' by her father. Her release is eventually secured by her eccentric Aunt Kitty and her brother, John. Lilian starts to carve ..."
2206,2275,Six-String Samurai (1998),Action Adventure Sci-Fi,"In the post-apocalyptic world of 1960s Nevada, a rock 'n' roll samurai on his way to Lost Vegas takes a young orphan boy under his protection as Death and his metalhead Horsemen chase after them."
2207,2276,"Soldier's Daughter Never Cries, A (1998)",Drama,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful..."
2208,2277,Somewhere in the City (1997),Drama,"The film portrays life of New York City's Lower East Side inhabitants. Introvert therapist Betty is befriended with Chinese immigrant Lu Lu, leftist radical Che is also Lu Lu's friend. ..."
2209,2278,Ronin (1998),Action Crime Thriller,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.
2210,2279,Urban Legend (1998),Horror Thriller,A college student suspects a series of bizarre deaths are connected to certain urban legends.
2211,2280,Clay Pigeons (1998),Crime,"After hearing that his wife sleeps with Clay, Earl kills himself, making it look like Clay shot him. The widow doesn't like it when Clay starts sees another woman instead. Bodies start piling up."
2212,2281,Monument Ave. (1998),Crime,A small-time hoodlum is divided between his conscience and loyalty to his boss when his cousin is murdered.
2213,2282,Pecker (1998),Comedy Drama,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame."
2214,2283,"Sheltering Sky, The (1990)",Drama,"An American couple travel abroad to revitalize their relationship. But as the trip drags on, their attempt at recovering what they once had seems futile."
2215,2284,Bandit Queen (1994),Drama,The story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994.
2216,2285,If.... (1968),Drama,"In this allegorical story, a revolution led by pupil Mick Travis takes place at an old established private school in England."
2217,2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,"When Fu's age-regressing elixir vitae is spilled by a hapless flunky, Fu Manchu sends his lackeys to round up supplies for a fresh batch of elixir, including a precious jewel, which prompts a team of agents to track him down."
2218,2287,Them! (1954),Sci-Fi Thriller War,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.
2219,2288,"Thing, The (1982)",Action Horror Sci-Fi Thriller,"The kills from the 1982 Horror film ""The Thing"" are counted down and analyzed."
2220,2289,"Player, The (1992)",Comedy Drama,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?"
2221,2290,Stardust Memories (1980),Comedy Drama,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films."
2222,2291,Edward Scissorhands (1990),Drama Romance,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
2223,2292,Overnight Delivery (1996),Romance,"Wyatt writes an angry letter to his girlfriend, believing she's dating Ricker. Ricker's a dog. Helped by stripper Ivy, he tries to get the letter off a truck the next 24 hours."
2224,2293,Shadrach (1998),Drama,"In 1935, ninety-nine-year-old former slave Shadrach asks to be buried on the soil where he was born to slavery, and that land is owned by the large Dabney family, consisting of Vernon, ..."
2225,2294,Antz (1998),Animation Children's,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.
2226,2295,"Impostors, The (1998)",Comedy,"In an attempt to resurrect the slapstick comedy of Laurel and Hardy or The Marx Brothers, Arthur (Stanley Tucci) and Maurice (Oliver Platt) team-up as two out-of-work actors who ..."
2227,2296,"Night at the Roxbury, A (1998)",Comedy,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury."
2228,2297,What Dreams May Come (1998),Drama Romance,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her."
2229,2298,Strangeland (1998),Thriller,A detective pursues a sadist specializing in body modification rituals who lures teenagers through the internet.
2230,2299,"Battle of the Sexes, The (1959)",Comedy,
2231,2300,"Producers, The (1968)",Comedy Musical,A stage-play producer devises a plan to make money by producing a sure-fire flop.
2232,2301,History of the World: Part I (1981),Comedy,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.
2233,2302,My Cousin Vinny (1992),Comedy,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
2234,2303,Nashville (1975),Drama Musical,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention."
2235,2304,Love Is the Devil (1998),Drama,"Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook."
2236,2305,Slam (1998),Drama,"Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of ..."
2237,2306,Holy Man (1998),Comedy,"Eddie Murphy stars as an over-the-top television evangelist who finds a way to turn television home shopping into a religious experience, and takes America by storm."
2238,2307,One Tough Cop (1998),Action Drama,"A detective tries to remain loyal to his partner, and his best friend - a mobster."
2239,2308,Detroit 9000 (1973),Action Crime,"After a fundraiser for a black politician is robbed, Detroit police put two detectives, one white and one black, on the case, who try to work together under boiling political pressure."
2240,2309,"Inheritors, The (Die Siebtelbauern) (1998)",Drama,"Austria, a little farming valley. Beginning of the century. When one of the farmers is found murdered one day, his labourers know of nothing, but are relieved, as the tyranny has ended. ..."
2241,2310,"Mighty, The (1998)",Drama,"A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by zoologist Gregg O'Hara (Bill Paxton) and Jill Young (Charlize Theron), with whom he grew up. Poacher Strasser (Rade Serbedzija) returns from the past to seek vengeance on Joe."
2242,2311,2010 (1984),Mystery Sci-Fi,"A joint U.S.-Soviet expedition is sent to Jupiter to learn what happened to the Discovery, and H.A.L."
2243,2312,Children of a Lesser God (1986),Drama,"A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice."
2244,2313,"Elephant Man, The (1980)",Drama,
2245,2314,Beloved (1998),Drama,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman"
2246,2315,Bride of Chucky (1998),Horror Thriller,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll."
2247,2316,Practical Magic (1998),Drama Romance,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
2248,2317,"Alarmist, The (1997)",Comedy,"Young Tommy Hudler decides to become a security systems salesman, and is an instant success. Everything seems to be going great until he discovers there's more to this business and his boss..."
2249,2318,Happiness (1998),Comedy,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
2250,2319,Reach the Rock (1997),Comedy,"Two school kids, who are best friends, are drinking on the side of a river. One friend bets the other that he can't swim across the river and ""Reach The Rock"". The friend takes the bet and ..."
2251,2320,Apt Pupil (1998),Drama Thriller,A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.
2252,2321,Pleasantville (1998),Comedy,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
2253,2322,Soldier (1998),Action Adventure Sci-Fi Thriller War,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
2254,2323,"Cruise, The (1998)",Documentary,"Affectionate portrait of Tim ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses. He talks fast, is in love with the city, and dispenses historical facts, ..."
2255,2324,Life Is Beautiful (La Vita � bella) (1997),Comedy Drama,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
2256,2325,Orgazmo (1997),Comedy,Naive young Mormon Joe Young is recruited to act in porn movies.
2257,2326,Shattered Image (1998),Drama Thriller,Traumatised rape victim Jessie (Anne Parillaud) is living a double life as a cool assassin on a mission and as a paranoid bride on her honeymoon.
2258,2327,Tales from the Darkside: The Movie (1990),Horror,"Welcome to Monster Madness 2019. Tony and James review Tales from the Darkside: The Movie. It's a 1990 American comedy horror anthology film directed by John Harrison, and based on the ..."
2259,2328,Vampires (1998),Horror,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
2260,2329,American History X (1998),Drama,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
2261,2330,Hands on a Hard Body (1996),Documentary,Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the ...
2262,2331,Living Out Loud (1998),Comedy Romance,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury ..."
2263,2332,Belly (1998),Crime Drama,Two young friends involved in organized crime and drug dealing find that their priorities differ.
2264,2333,Gods and Monsters (1998),Drama,The last days of
2265,2334,"Siege, The (1998)",Action Thriller,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
2266,2335,"Waterboy, The (1998)",Comedy,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
2267,2336,Elizabeth (1998),Drama,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
2268,2337,Velvet Goldmine (1998),Drama,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild."
2269,2338,I Still Know What You Did Last Summer (1998),Horror Mystery Thriller,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort."
2270,2339,I'll Be Home For Christmas (1998),Comedy Romance,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas."
2271,2340,Meet Joe Black (1998),Romance,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter."
2272,2341,Dancing at Lughnasa (1998),Drama,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.
2273,2342,Hard Core Logo (1996),Comedy,"A group of washed-up Canadian punk rockers get back together for a road trip in memory of a dear friend who was supposedly shot, or so rumors imply. As they travel, they ignore the underlying psychological darkness within each other."
2274,2343,"Naked Man, The (1998)",Drama,A man takes matters into his own hands when a pharmaceutical kingpin moves into his town to cause some real trouble.
2275,2344,Runaway Train (1985),Action Adventure Drama Thriller,Two escaped convicts and a female railway worker find themselves trapped on a train with no brakes and nobody driving.
2276,2345,Desert Bloom (1986),Drama,"The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet, particularly those of her troubled and alcoholic..."
2277,2346,"Stepford Wives, The (1975)",Sci-Fi Thriller,"Stepford Wives (1975) - Based on the Ira Levin film with script by William Goldman, Bryan Forbes science fiction horror film has received its well-deserved cult film status. It has even ..."
2278,2347,"Pope of Greenwich Village, The (1984)",Action,Two cousins unknowingly rob the mob and face the dangerous consequences.
2279,2348,Sid and Nancy (1986),Drama,The relationship between
2280,2349,Mona Lisa (1986),Comedy Thriller,A man recently released from prison manages to get a job driving a call girl from customer to customer.
2281,2350,Heart Condition (1990),Comedy,"A racist cop receives a heart transplant from a black lawyer he hates, who returns as a ghost to ask the cop to help take down the men who murdered him."
2282,2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
2283,2352,"Big Chill, The (1983)",Comedy Drama,A group of seven former college friends gather for a week-end reunion at a South Carolina vacation home after the funeral of another of their college friends.
2284,2353,Enemy of the State (1998),Action Thriller,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.
2285,2354,"Rugrats Movie, The (1998)",Animation Children's Comedy,The babies gets lost in the forest after Tommy Pickles (Elizabeth Daily) gets a new baby brother.
2286,2355,"Bug's Life, A (1998)",Animation Children's Comedy,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
2287,2356,Celebrity (1998),Comedy,The fortunes of a husband and wife differ drastically after they divorce.
2288,2357,Central Station (Central do Brasil) (1998),Drama,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
2289,2358,Savior (1998),Drama,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia.
2290,2359,Waking Ned Devine (1998),Comedy,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money."
2291,2360,"Celebration, The (Festen) (1998)",Drama,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
2292,2361,Pink Flamingos (1972),Comedy,"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
2293,2362,Glen or Glenda (1953),Drama,A psychiatrist tells the stories of a transvestite (Glen or Glenda) and a pseudohermaphrodite (Alan or Anne).
2294,2363,Godzilla (Gojira) (1954),Action Sci-Fi,"John H Shelton takes a look at Gojira (1954) / Godzilla, King of the Monsters (1956)."
2295,2364,Godzilla (Gojira) (1984),Action Sci-Fi,"John H Shelton takes a look at Gojira (1954) / Godzilla, King of the Monsters (1956)."
2296,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action Sci-Fi, Tanya 
2297,2366,King Kong (1933),Action Adventure Horror,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
2298,2367,King Kong (1976),Action Adventure Horror,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.
2299,2368,King Kong Lives (1986),Action Adventure Horror,"Kong falls from the twin towers and he appears to be alive. However, his heart is failing, so it's replaced with an artificial one. All is well until he senses that there's a female Kong somewhere out there and escapes wreaking havoc."
2300,2369,Desperately Seeking Susan (1985),Comedy Romance,A bored New Jersey suburban housewife's fascination with a kooky character she's read about in the personal columns leads to her being mistaken for the woman herself.
2301,2370,"Emerald Forest, The (1985)",Action Adventure Drama,"After the son of engineer Bill Markham is abducted by an aboriginal tribe on the edge of the rain forest, the engineer spends the next 10 years searching for him."
2302,2371,Fletch (1985),Comedy,"Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
2303,2372,Fletch Lives (1989),Comedy,"After receiving an inheritance in Louisiana, Los Angeles reporter Irvin Fletcher heads to the Belle Isle plantation where he gets himself into hilarious trouble."
2304,2373,Red Sonja (1985),Action Adventure,The fearless warrior Red Sonja sets out to avenge her family's murder and rid her kingdom from the tyrannical rule of evil Queen Gedren.
2305,2374,Gung Ho (1986),Comedy Drama,"When a Japanese car company buys an American plant, the American liaison must mediate the clash of work attitudes between the foreign management and native labor."
2306,2375,"Money Pit, The (1986)",Comedy,A young couple struggles to repair a hopelessly dilapidated house.
2307,2376,"View to a Kill, A (1985)",Action,
2308,2377,Lifeforce (1985),Horror Sci-Fi,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos."
2309,2378,Police Academy (1984),Comedy,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks."
2310,2379,Police Academy 2: Their First Assignment (1985),Comedy,When a new gang moves into town it's up to the screwball police team to stop them.
2311,2380,Police Academy 3: Back in Training (1986),Comedy,The alumni of Commandant Lassard's
2312,2381,Police Academy 4: Citizens on Patrol (1987),Comedy,The misfit
2313,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,"The Police Academy's commandant will be honored at a police convention in Miami Beach. At the airport he picks a wrong bag with stolen diamonds. The ""owners"" want them back."
2314,2383,Police Academy 6: City Under Siege (1989),Comedy,Those bumbling cadets take to the streets when three inept goons successfully orchestrate a metropolitan crime wave.
2315,2384,Babe: Pig in the City (1998),Children's Comedy,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm."
2316,2385,Home Fries (1998),Comedy Romance,Pregnant Sally unknowingly falls for the stepson of the deceased father of her baby and has to deal with his homicidal family.
2317,2386,Jerry Springer: Ringmaster (1998),Drama,Talk show special guests air their grievances backstage and in front of the cameras as the host struggles to manage the mayhem that ensues.
2318,2387,Very Bad Things (1998),Comedy Crime,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
2319,2388,Steam: The Turkish Bath (Hamam) (1997),Drama Romance,Francesco inherits an old palace from a Turkish aunt and moves to Istanbul to renovate it.
2320,2389,Psycho (1998),Crime Horror Thriller,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own."
2321,2390,Little Voice (1998),Comedy,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend."
2322,2391,"Simple Plan, A (1998)",Crime Thriller,
2323,2392,Jack Frost (1998),Comedy Drama,"A father who can't keep his promises dies in a car accident. One year later, he returns as a snowman who has the final chance to put things right with his son before he is gone forever."
2324,2393,Star Trek: Insurrection (1998),Action Sci-Fi,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
2325,2394,"Prince of Egypt, The (1998)",Animation Musical,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
2326,2395,Rushmore (1998),Comedy,The extracurricular king of Rushmore Preparatory School is put on academic probation.
2327,2396,Shakespeare in Love (1998),Comedy Romance,"The world's greatest ever playwright,"
2328,2397,Mass Appeal (1984),Drama,A popular Connecticut priest shields a seminary rebel from the wrath of a stern monsignor.
2329,2398,Miracle on 34th Street (1947),Drama,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing."
2330,2399,Santa Claus: The Movie (1985),Adventure Children's Fantasy,The legend of Santa Claus is put in jeopardy when an unscrupulous toy manufacturer attempts to take over Christmas.
2331,2400,Prancer (1989),Children's Drama,"A farm girl nurses a wounded reindeer she believes is one of Santa's, hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her, something her disheartened father is having trouble understanding."
2332,2401,Pale Rider (1985),Western,A mysterious preacher (
2333,2402,Rambo: First Blood Part II (1985),Action War,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.
2334,2403,First Blood (1982),Action,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
2335,2404,Rambo III (1988),Action War,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.
2336,2405,"Jewel of the Nile, The (1985)",Action Adventure Comedy Romance,"When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel."
2337,2406,Romancing the Stone (1984),Action Adventure Comedy Romance,"A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue."
2338,2407,Cocoon (1985),Comedy Sci-Fi,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor."
2339,2408,Cocoon: The Return (1988),Comedy Sci-Fi,"The old age pensioners that left at the end of the first film come back to Earth to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to stay back on Earth?"
2340,2409,Rocky II (1979),Action Drama,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
2341,2410,Rocky III (1982),Action Drama,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
2342,2411,Rocky IV (1985),Action Drama,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union."
2343,2412,Rocky V (1990),Action Drama,"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success."
2344,2413,Clue (1985),Comedy Mystery,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up."
2345,2414,Young Sherlock Holmes (1985),Action Adventure Mystery,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate."
2346,2415,Violets Are Blue... (1986),Drama Romance,"Young love may endure in your heart and one day re-ignite, but reality may soon dowse the flames."
2347,2416,Back to School (1986),Comedy,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself."
2348,2417,Heartburn (1986),Comedy Drama,"She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship Heartburn, nothing will."
2349,2418,Nothing in Common (1986),Comedy,A highly successful advertising executive decides to put his job on hold after getting an update from his father that he and his wife are divorced and decides to extend his break after revealing that his father is a diabetic.
2350,2419,Extremities (1986),Drama Thriller,A woman takes revenge on the man who invades her home and tries to rape her.
2351,2420,"Karate Kid, The (1984)",Drama,
2352,2421,"Karate Kid, Part II, The (1986)",Action Adventure Drama,
2353,2422,"Karate Kid III, The (1989)",Action Adventure Drama,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business."
2354,2423,Christmas Vacation (1989),Comedy,
2355,2424,You've Got Mail (1998),Comedy Romance,Two business rivals who despise each other in real life unwittingly fall in love over the Internet.
2356,2425,"General, The (1998)",Crime,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
2357,2426,"Theory of Flight, The (1998)",Comedy Drama Romance,
2358,2427,"Thin Red Line, The (1998)",Action Drama War,Adaptation of
2359,2428,"Faculty, The (1998)",Horror Sci-Fi,Students suspect that their teachers are aliens after bizarre occurrences.
2360,2429,Mighty Joe Young (1998),Adventure Children's Drama,"A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by zoologist Gregg O'Hara (Bill Paxton) and Jill Young (Charlize Theron), with whom he grew up. Poacher Strasser (Rade Serbedzija) returns from the past to seek vengeance on Joe."
2361,2430,Mighty Joe Young (1949),Adventure Children's Drama,A young woman who has raised a giant gorilla from an infant brings him to Hollywood years later seeking her fortune.
2362,2431,Patch Adams (1998),Comedy Drama,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
2363,2432,Stepmom (1998),Drama,"A terminally-ill woman must deal with her ex-husband's new lover, who will be their children's stepmother."
2364,2433,"Civil Action, A (1998)",Drama,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career."
2365,2434,Down in the Delta (1998),Drama,Rosa Lynn sends her druggie daughter Loretta and her children Thomas and Tracy away from the big city to live with their uncle Earl in the ancestral home in rural Mississippi. Earl puts ...
2366,2435,Hurlyburly (1998),Drama,Hollywood movers and shakers dissect their own personal lives when everything seems to clash together.
2367,2436,Tea with Mussolini (1999),Comedy,An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.
2368,2437,Wilde (1997),Drama,The turmoil in poet/playwright Oscar Wilde's life after he discovers his homosexuality.
2369,2438,Outside Ozona (1998),Drama Thriller,A drama revolving around a group of strangers brought together by a common occurrence as well as listening to the same radio station.
2370,2439,Affliction (1997),Drama,A deeply troubled small-town cop investigates a suspicious hunting death while other events jeopardize his sanity.
2371,2440,Another Day in Paradise (1998),Drama,"In the hope of a big score, two junkie couples team up to commit various drug robberies which go disastrously wrong leading to dissent, violence and murder."
2372,2441,"Hi-Lo Country, The (1998)",Drama Western,Two cowboys have their friendship tested when they fall for the same girl.
2373,2442,Hilary and Jackie (1998),Drama,"The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi."
2374,2443,Playing by Heart (1998),Drama Romance,Eleven articulate people work through affairs of the heart in Los Angeles.
2375,2444,24 7: Twenty Four Seven (1997),Comedy Drama,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience,..."
2376,2445,At First Sight (1999),Drama,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.
2377,2446,In Dreams (1999),Thriller,"A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again."
2378,2447,Varsity Blues (1999),Comedy Drama,A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.
2379,2448,Virus (1999),Horror Sci-Fi,"When the crew of an American tugboat boards an abandoned Russian research vessel, the alien life form aboard regards them as a virus which must be destroyed."
2380,2449,"Garbage Pail Kids Movie, The (1987)",Adventure Children's,Dodger must confront the struggles of life as he is visited by the Garbage Pail Kids and intimidated by some older bullies.
2381,2450,Howard the Duck (1986),Adventure Children's Sci-Fi,A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.
2382,2451,"Gate, The (1987)",Horror,
2383,2452,"Gate II: Trespassers, The (1990)",Horror,"Four teens summon forth a diminuitive, demonic minion from The Other Side to do their bidding and grant their wishes, but of course, they must all ultimately pay the price..."
2384,2453,"Boy Who Could Fly, The (1986)",Drama Fantasy,"An autistic boy who dreams of flying touches everyone he meets, including a new family who has moved in after their father dies."
2385,2454,"Fly, The (1958)",Horror Sci-Fi,
2386,2455,"Fly, The (1986)",Horror Sci-Fi,
2387,2456,"Fly II, The (1989)",Horror Sci-Fi,
2388,2457,Running Scared (1986),Action Comedy,Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer who nearly killed them in the past.
2389,2458,Armed and Dangerous (1986),Comedy Crime,A fired cop and useless lawyer sign up as security guards and find they've joined a corrupt union.
2390,2459,"Texas Chainsaw Massacre, The (1974)",Horror,Two siblings and three of their friends en route to visit their grandfather's grave in Texas end up falling victim to a family of cannibalistic psychopaths and must survive the terrors of Leatherface and his family.
2391,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.
2392,2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,A California couple and a survivalist encounter Leatherface and his family.
